service,hour,day_of_week,is_weekend,queue_length,counters_open,wait_minutes
General Enquiry,15,5,1,27,3,34.21
Bill Payment,14,6,1,58,1,195.0
Account Services,16,0,0,18,3,39.87
Document Verification,17,1,0,52,3,112.66
Document Verification,17,5,1,52,1,299.6
Account Services,9,2,0,21,4,42.98
Document Verification,10,3,0,30,1,178.49
Bill Payment,12,4,0,13,4,8.69
Bill Payment,10,5,1,44,4,40.82
Customer Support,14,2,0,23,2,98.76
General Enquiry,11,4,0,33,2,54.01
Account Services,13,2,0,58,4,100.82
General Enquiry,10,2,0,38,2,64.71
Document Verification,11,3,0,14,4,23.17
Customer Support,15,1,0,24,2,77.77
General Enquiry,9,0,0,28,1,116.28
Account Services,17,0,0,15,1,107.28
General Enquiry,16,2,0,31,1,124.05
Document Verification,11,4,0,28,3,59.9
General Enquiry,15,4,0,10,3,15.19
Customer Support,12,2,0,25,3,70.37
Customer Support,15,1,0,11,4,19.9
Bill Payment,14,4,0,40,2,68.36
Document Verification,16,2,0,46,3,97.56
Bill Payment,14,0,0,50,3,55.4
Bill Payment,12,3,0,22,4,21.14
Document Verification,16,0,0,15,1,97.07
General Enquiry,12,6,1,35,4,36.43
Document Verification,13,1,0,28,1,154.07
Account Services,11,5,1,31,2,113.59
General Enquiry,16,0,0,46,3,61.78
Bill Payment,15,3,0,20,4,18.2
Account Services,9,2,0,3,1,21.64
Document Verification,17,2,0,18,2,46.07
Account Services,17,3,0,3,1,27.21
Customer Support,15,4,0,3,3,8.34
General Enquiry,16,1,0,18,1,65.85
Account Services,13,6,1,36,3,107.5
General Enquiry,13,5,1,41,4,45.74
Bill Payment,10,1,0,5,3,7.04
Customer Support,15,0,0,49,2,192.26
General Enquiry,13,6,1,6,1,22.14
Customer Support,15,6,1,6,4,6.18
Customer Support,17,0,0,13,4,19.54
Customer Support,11,6,1,22,2,90.08
Document Verification,11,6,1,6,4,11.54
General Enquiry,15,5,1,26,3,35.69
Customer Support,15,4,0,25,4,42.36
Document Verification,9,4,0,54,2,186.53
Account Services,10,3,0,52,3,135.5
Bill Payment,10,4,0,54,3,71.3
General Enquiry,13,3,0,34,1,145.32
General Enquiry,10,0,0,61,2,135.42
Customer Support,12,3,0,33,3,79.9
Document Verification,11,4,0,16,1,102.08
Bill Payment,11,4,0,12,1,42.18
General Enquiry,12,6,1,3,1,15.63
General Enquiry,10,3,0,36,3,52.87
Customer Support,17,3,0,25,1,197.47
General Enquiry,17,4,0,5,3,7.4
Bill Payment,11,2,0,11,3,14.6
Account Services,12,1,0,22,1,191.49
Customer Support,10,4,0,27,3,64.91
Bill Payment,17,3,0,11,4,8.7
General Enquiry,12,1,0,30,2,65.18
Account Services,12,4,0,3,2,9.02
Bill Payment,17,5,1,43,4,30.9
General Enquiry,13,0,0,46,2,82.43
Account Services,11,1,0,30,3,80.54
Document Verification,10,1,0,57,4,93.15
General Enquiry,13,2,0,16,1,73.62
Account Services,15,6,1,30,3,78.27
Customer Support,10,4,0,19,2,68.66
Account Services,11,3,0,33,1,275.06
Bill Payment,9,1,0,34,3,38.0
Customer Support,9,5,1,60,1,363.98
Bill Payment,12,6,1,34,4,28.3
Document Verification,11,5,1,39,3,76.39
Document Verification,16,5,1,18,3,30.74
Bill Payment,12,4,0,6,4,3.18
Document Verification,11,2,0,13,1,86.39
Customer Support,17,2,0,52,3,111.18
Bill Payment,11,4,0,5,3,5.78
Document Verification,10,5,1,16,4,23.51
Bill Payment,17,4,0,7,4,8.93
General Enquiry,10,5,1,15,4,14.55
Account Services,9,1,0,53,3,130.05
Account Services,17,3,0,49,1,398.5
General Enquiry,10,1,0,27,4,27.34
Customer Support,14,5,1,21,1,135.79
Customer Support,13,0,0,33,4,62.28
Document Verification,14,1,0,49,2,137.21
Customer Support,17,6,1,22,3,53.26
Document Verification,14,4,0,29,4,50.58
Customer Support,15,1,0,20,4,39.25
Account Services,15,5,1,29,4,61.37
Account Services,14,1,0,44,1,397.77
Bill Payment,11,1,0,29,4,23.6
Document Verification,15,1,0,34,1,231.27
Account Services,16,1,0,45,4,91.04
General Enquiry,9,4,0,60,1,258.86
General Enquiry,13,0,0,44,4,41.57
Bill Payment,13,1,0,27,3,28.67
Document Verification,10,6,1,72,1,456.41
Account Services,12,3,0,17,3,44.89
Account Services,9,2,0,51,3,122.0
Customer Support,13,5,1,48,2,166.68
Customer Support,16,3,0,48,1,383.14
Account Services,15,3,0,36,2,127.33
Account Services,16,4,0,19,1,141.57
Account Services,16,0,0,30,2,112.31
General Enquiry,17,2,0,45,1,186.49
General Enquiry,9,5,1,67,1,295.72
Document Verification,16,1,0,6,4,8.84
General Enquiry,16,3,0,40,4,40.77
Account Services,13,0,0,74,4,149.39
Account Services,16,2,0,14,1,121.39
Document Verification,9,6,1,7,2,17.87
Customer Support,15,1,0,7,2,23.68
Customer Support,12,4,0,4,3,13.77
Customer Support,16,1,0,27,3,74.17
General Enquiry,10,2,0,21,2,36.72
Document Verification,16,4,0,53,4,84.84
Document Verification,14,0,0,40,1,264.06
Bill Payment,11,4,0,32,1,118.15
Customer Support,16,2,0,25,1,203.43
General Enquiry,10,0,0,17,3,21.43
Customer Support,13,5,1,57,1,349.54
Bill Payment,9,2,0,38,4,33.15
Bill Payment,16,6,1,51,4,38.39
Customer Support,16,4,0,6,3,13.32
Document Verification,17,0,0,52,3,91.46
Customer Support,12,6,1,22,2,72.68
Document Verification,14,5,1,65,3,117.29
General Enquiry,13,4,0,51,2,115.98
Bill Payment,12,5,1,23,3,22.79
Bill Payment,10,0,0,28,2,48.87
Document Verification,13,5,1,32,2,109.43
Account Services,15,5,1,37,1,336.3
Document Verification,16,6,1,45,2,152.95
Customer Support,13,3,0,52,2,161.6
Document Verification,12,0,0,24,4,31.16
Document Verification,12,6,1,41,2,124.71
Bill Payment,13,4,0,49,4,46.3
General Enquiry,13,6,1,41,2,73.95
Account Services,13,3,0,50,2,232.46
Bill Payment,12,1,0,15,3,18.16
General Enquiry,11,0,0,3,2,5.2
Customer Support,14,4,0,4,1,38.11
General Enquiry,16,2,0,46,1,158.38
Customer Support,12,5,1,4,4,2.24
General Enquiry,12,4,0,3,2,6.75
Document Verification,13,6,1,46,3,103.23
General Enquiry,14,0,0,19,2,36.25
Bill Payment,14,5,1,5,4,2.67
Bill Payment,10,5,1,30,2,59.61
Customer Support,11,4,0,38,3,83.33
Document Verification,17,2,0,23,4,33.91
Customer Support,10,1,0,6,4,12.85
General Enquiry,16,3,0,39,1,173.89
Bill Payment,13,1,0,17,2,30.04
Document Verification,14,0,0,58,3,104.61
Bill Payment,10,0,0,74,2,126.92
Document Verification,9,6,1,3,2,12.12
General Enquiry,17,2,0,30,2,54.58
Document Verification,9,4,0,38,3,85.07
Account Services,12,5,1,23,3,63.59
Document Verification,9,6,1,22,3,49.97
General Enquiry,16,3,0,4,3,6.89
Bill Payment,15,4,0,15,3,17.33
Document Verification,15,2,0,30,1,172.71
Account Services,15,2,0,7,3,15.0
Customer Support,12,2,0,32,4,56.11
Account Services,17,1,0,24,2,102.17
General Enquiry,17,4,0,41,2,69.27
General Enquiry,15,2,0,26,4,30.15
Account Services,15,6,1,21,4,43.29
General Enquiry,10,2,0,18,3,27.77
General Enquiry,11,3,0,18,2,30.32
General Enquiry,16,3,0,30,3,37.9
Account Services,16,1,0,41,4,72.79
Customer Support,13,1,0,43,3,101.26
Bill Payment,16,6,1,7,2,12.58
Document Verification,12,4,0,10,4,12.56
Document Verification,14,0,0,49,2,124.85
Bill Payment,17,0,0,52,4,41.21
Document Verification,13,4,0,18,1,108.03
Document Verification,10,4,0,48,2,133.43
Account Services,14,4,0,34,2,137.39
Account Services,14,0,0,8,1,72.97
Account Services,10,2,0,36,2,165.28
Customer Support,10,4,0,24,2,69.9
General Enquiry,17,2,0,23,3,34.14
Document Verification,12,1,0,24,3,44.99
Customer Support,9,1,0,60,1,395.38
Customer Support,10,1,0,19,1,150.46
Bill Payment,17,6,1,23,1,76.01
Bill Payment,9,5,1,69,4,59.9
Customer Support,14,6,1,36,4,62.36
Customer Support,9,1,0,38,1,236.59
Account Services,13,1,0,36,4,71.8
Bill Payment,13,5,1,53,4,46.96
General Enquiry,17,2,0,37,4,38.9
Bill Payment,17,1,0,41,1,126.74
Bill Payment,15,6,1,7,1,23.19
General Enquiry,13,1,0,41,3,60.79
Customer Support,17,0,0,53,4,86.77
General Enquiry,17,0,0,16,1,70.3
Document Verification,14,2,0,49,3,95.87
General Enquiry,10,6,1,28,2,52.43
Bill Payment,11,2,0,41,3,50.21
Account Services,17,5,1,49,2,186.64
Customer Support,11,3,0,29,2,100.07
Bill Payment,10,3,0,12,3,13.74
Document Verification,14,0,0,21,1,137.88
General Enquiry,14,1,0,5,2,9.08
Bill Payment,14,5,1,50,4,38.15
General Enquiry,9,4,0,19,1,79.37
Document Verification,12,3,0,10,1,59.17
Document Verification,16,5,1,11,2,32.72
Customer Support,16,1,0,52,3,123.95
Account Services,15,2,0,24,2,106.99
General Enquiry,14,6,1,56,3,77.35
Customer Support,10,5,1,6,3,15.96
Account Services,17,6,1,49,3,141.66
Document Verification,14,6,1,38,1,211.08
Account Services,14,0,0,47,1,385.36
Account Services,17,2,0,35,1,302.48
Bill Payment,17,4,0,29,2,48.48
Document Verification,13,1,0,41,4,54.24
Bill Payment,12,6,1,36,1,125.33
Account Services,17,5,1,9,1,76.73
Bill Payment,12,5,1,6,4,5.95
Account Services,15,1,0,4,2,19.04
General Enquiry,17,3,0,32,3,41.52
General Enquiry,12,5,1,23,4,26.69
Account Services,16,0,0,46,1,390.28
Bill Payment,17,1,0,40,3,48.28
Document Verification,13,1,0,24,3,49.29
Account Services,17,6,1,45,2,207.02
General Enquiry,17,2,0,9,4,9.49
Bill Payment,9,5,1,52,4,43.02
Account Services,17,4,0,45,2,173.48
Account Services,14,4,0,35,3,93.63
Bill Payment,17,4,0,6,1,22.47
Document Verification,15,0,0,37,4,50.45
Customer Support,13,4,0,30,1,209.34
Bill Payment,14,4,0,49,2,79.13
General Enquiry,13,1,0,47,2,83.23
Customer Support,10,6,1,4,4,10.01
Customer Support,11,5,1,17,2,60.74
General Enquiry,16,2,0,30,1,125.01
Document Verification,12,5,1,12,4,13.32
Customer Support,9,6,1,56,2,195.23
Bill Payment,9,1,0,33,3,35.21
Document Verification,11,0,0,27,2,85.32
Bill Payment,14,2,0,49,1,151.8
Account Services,14,2,0,13,2,52.38
General Enquiry,12,4,0,12,2,26.67
Bill Payment,13,3,0,21,4,17.29
Document Verification,13,2,0,30,3,66.94
Customer Support,13,1,0,36,3,85.21
Bill Payment,10,4,0,42,4,40.91
General Enquiry,12,6,1,21,4,24.97
Bill Payment,16,2,0,9,1,29.62
Document Verification,15,1,0,27,3,55.89
Account Services,10,5,1,55,1,390.11
Bill Payment,11,0,0,26,2,45.77
Document Verification,16,6,1,37,1,207.74
Bill Payment,12,4,0,22,2,42.48
Document Verification,17,1,0,30,2,101.24
Bill Payment,12,2,0,22,1,81.56
Bill Payment,16,3,0,12,4,11.0
Bill Payment,11,1,0,37,4,26.82
Account Services,17,1,0,12,2,56.27
Document Verification,17,1,0,19,2,59.21
Account Services,15,3,0,3,4,5.99
Customer Support,14,3,0,28,1,176.49
General Enquiry,9,3,0,27,2,55.18
Account Services,13,6,1,35,2,121.64
Account Services,12,0,0,30,1,226.56
Document Verification,9,4,0,24,4,32.53
Account Services,10,3,0,18,4,40.35
Document Verification,10,2,0,22,2,54.97
Bill Payment,14,5,1,13,3,15.44
Bill Payment,14,0,0,32,2,57.06
Customer Support,9,1,0,20,1,124.97
Document Verification,10,5,1,68,1,454.24
Customer Support,16,4,0,34,4,67.41
Customer Support,10,4,0,35,3,83.74
General Enquiry,17,1,0,45,2,92.28
Bill Payment,12,3,0,9,4,7.63
Bill Payment,11,3,0,37,4,33.83
Document Verification,10,2,0,10,3,22.2
Customer Support,14,0,0,72,2,262.45
Document Verification,14,2,0,10,2,34.15
Bill Payment,12,3,0,7,1,25.18
Bill Payment,15,5,1,10,3,11.53
General Enquiry,17,0,0,6,2,13.39
Account Services,10,2,0,39,4,79.45
Bill Payment,10,6,1,60,1,219.36
Document Verification,11,5,1,4,1,24.57
Account Services,10,5,1,4,2,16.99
General Enquiry,12,0,0,30,4,27.42
Account Services,11,2,0,3,1,24.27
Bill Payment,13,2,0,13,2,26.91
Account Services,11,4,0,25,3,57.83
Customer Support,15,4,0,7,1,60.29
Document Verification,10,2,0,32,4,41.69
Customer Support,12,4,0,16,2,53.04
General Enquiry,17,4,0,44,3,65.44
General Enquiry,11,5,1,28,2,50.62
General Enquiry,10,3,0,34,4,30.25
General Enquiry,12,2,0,13,2,25.52
Customer Support,14,5,1,28,1,203.86
Account Services,15,3,0,7,3,17.73
Account Services,12,5,1,2,1,9.2
Customer Support,14,2,0,51,4,82.09
General Enquiry,12,1,0,15,2,27.99
Customer Support,12,4,0,13,4,25.37
Account Services,16,6,1,58,4,128.64
Customer Support,10,3,0,20,4,25.54
Customer Support,13,0,0,50,4,106.02
Customer Support,17,4,0,12,1,71.85
General Enquiry,13,2,0,34,4,31.41
Account Services,15,3,0,39,4,78.47
General Enquiry,11,0,0,26,1,114.55
Customer Support,10,4,0,48,3,99.62
Customer Support,12,2,0,8,1,62.88
Document Verification,10,3,0,9,2,28.87
Bill Payment,11,2,0,28,2,42.96
Account Services,17,5,1,10,4,24.36
Customer Support,9,1,0,8,1,58.87
Account Services,17,1,0,5,4,9.98
Customer Support,14,0,0,21,1,156.36
Bill Payment,11,2,0,4,4,1.71
Bill Payment,16,0,0,32,3,36.17
Customer Support,10,0,0,74,4,141.52
Bill Payment,11,4,0,13,3,13.56
General Enquiry,10,6,1,36,3,54.96
Customer Support,15,6,1,14,2,40.52
Account Services,12,0,0,14,2,52.92
Bill Payment,17,5,1,52,1,188.78
Document Verification,15,6,1,18,3,34.1
Bill Payment,11,2,0,10,4,9.8
Customer Support,12,4,0,5,4,12.3
Bill Payment,14,3,0,18,1,60.21
Bill Payment,9,5,1,14,1,52.76
General Enquiry,13,3,0,3,3,4.75
Bill Payment,10,4,0,63,3,74.54
Account Services,12,4,0,7,4,15.72
Bill Payment,9,4,0,39,4,35.31
Bill Payment,17,2,0,31,2,60.0
Account Services,12,2,0,7,1,54.9
General Enquiry,10,1,0,20,4,21.24
Bill Payment,14,0,0,31,1,93.49
Document Verification,17,4,0,10,2,26.06
Account Services,9,5,1,11,3,25.56
Bill Payment,13,1,0,22,1,68.63
Account Services,15,2,0,14,3,43.19
Account Services,14,4,0,44,1,360.26
Customer Support,14,1,0,4,2,16.58
Bill Payment,15,1,0,2,3,2.13
General Enquiry,16,1,0,26,3,36.41
Bill Payment,15,2,0,14,3,13.08
Customer Support,16,1,0,40,2,128.7
Customer Support,15,3,0,21,2,64.74
General Enquiry,13,0,0,26,4,25.85
Customer Support,17,5,1,43,1,326.58
Document Verification,13,4,0,55,4,88.66
Document Verification,14,1,0,35,4,56.12
General Enquiry,14,6,1,38,4,40.35
Bill Payment,12,2,0,38,2,62.93
General Enquiry,10,3,0,43,1,168.82
Customer Support,16,3,0,7,4,15.72
Account Services,17,4,0,21,2,92.92
General Enquiry,10,3,0,25,2,46.42
Document Verification,16,0,0,55,1,298.01
Customer Support,9,0,0,68,3,166.36
General Enquiry,17,6,1,9,2,13.4
Customer Support,17,0,0,27,4,39.55
Account Services,12,2,0,26,4,46.14
Document Verification,10,1,0,62,1,376.79
Document Verification,12,2,0,10,2,31.39
Document Verification,15,0,0,20,4,26.64
Document Verification,17,1,0,33,3,57.64
Document Verification,16,2,0,40,1,255.05
Account Services,13,1,0,22,2,85.72
Customer Support,17,4,0,27,4,57.69
Customer Support,14,4,0,26,4,38.87
Bill Payment,12,3,0,7,4,4.31
Bill Payment,10,2,0,54,2,84.78
General Enquiry,13,3,0,40,1,171.28
Customer Support,11,2,0,8,2,25.1
Bill Payment,14,2,0,11,1,34.94
General Enquiry,10,6,1,35,4,39.49
Bill Payment,12,5,1,25,2,42.96
Account Services,17,1,0,46,2,205.98
Document Verification,11,6,1,27,1,180.63
Customer Support,15,2,0,13,3,34.24
Account Services,17,5,1,19,3,43.57
Bill Payment,17,5,1,25,3,25.3
General Enquiry,13,3,0,19,2,36.19
General Enquiry,12,1,0,16,3,19.97
Account Services,15,0,0,30,2,124.84
Account Services,16,5,1,7,4,9.13
Customer Support,12,1,0,13,2,42.66
Document Verification,13,0,0,47,4,62.12
Customer Support,9,4,0,26,2,82.06
Customer Support,16,4,0,17,4,28.01
Customer Support,14,0,0,42,3,106.01
General Enquiry,16,1,0,52,4,48.17
Document Verification,12,6,1,23,3,43.18
General Enquiry,13,1,0,62,4,68.46
Customer Support,10,5,1,14,3,23.97
General Enquiry,16,2,0,8,4,9.64
Bill Payment,16,1,0,49,3,66.03
Bill Payment,15,1,0,33,3,39.94
Bill Payment,10,1,0,9,3,12.41
Bill Payment,11,0,0,27,1,90.92
General Enquiry,14,3,0,56,3,81.83
Bill Payment,15,3,0,21,2,39.23
Customer Support,15,2,0,29,3,59.61
Account Services,14,4,0,32,4,69.86
Document Verification,14,5,1,60,2,192.45
General Enquiry,15,1,0,36,1,153.93
Account Services,11,3,0,21,1,170.85
Bill Payment,11,2,0,7,1,26.85
Bill Payment,17,1,0,32,1,101.1
Account Services,17,1,0,43,3,122.05
Customer Support,17,0,0,6,4,7.16
Bill Payment,14,3,0,3,4,3.11
Document Verification,13,5,1,22,4,30.73
Account Services,11,5,1,21,1,192.09
Document Verification,15,0,0,6,1,36.42
Customer Support,12,6,1,4,1,24.22
General Enquiry,14,1,0,38,1,161.95
Account Services,10,0,0,36,2,130.94
Document Verification,16,4,0,38,4,62.84
Document Verification,12,0,0,15,4,25.15
Account Services,11,2,0,25,1,176.87
Bill Payment,11,5,1,7,3,10.31
Account Services,12,0,0,32,3,85.33
Bill Payment,17,0,0,34,1,114.41
General Enquiry,15,1,0,7,1,23.09
Account Services,16,1,0,2,4,1.77
Account Services,10,6,1,61,1,464.81
Document Verification,15,4,0,6,4,7.56
Bill Payment,9,4,0,43,2,80.76
Customer Support,15,4,0,15,4,22.25
Document Verification,10,4,0,52,1,348.41
General Enquiry,12,4,0,7,3,8.68
Document Verification,10,3,0,44,2,131.83
Document Verification,11,4,0,11,2,32.7
Bill Payment,17,2,0,15,2,23.32
General Enquiry,12,3,0,27,4,20.67
Bill Payment,16,0,0,39,2,67.88
Customer Support,15,3,0,7,1,46.7
Customer Support,17,4,0,37,2,117.18
Bill Payment,11,3,0,4,2,7.9
Customer Support,13,6,1,18,4,29.36
General Enquiry,11,6,1,8,2,17.53
Bill Payment,13,6,1,16,2,24.11
Document Verification,17,4,0,40,2,111.62
General Enquiry,14,0,0,10,4,14.14
General Enquiry,10,6,1,55,1,211.51
Customer Support,17,4,0,8,1,45.12
Customer Support,17,2,0,31,4,48.97
Bill Payment,10,1,0,28,3,37.02
Account Services,9,6,1,11,1,75.77
General Enquiry,15,3,0,15,3,18.27
Bill Payment,16,0,0,69,3,86.52
Customer Support,12,1,0,19,2,70.1
Bill Payment,13,1,0,46,4,39.82
Document Verification,15,2,0,12,1,69.85
Bill Payment,10,0,0,72,2,127.94
General Enquiry,17,4,0,46,4,49.19
Document Verification,14,1,0,49,2,166.13
General Enquiry,15,6,1,18,2,29.41
Bill Payment,10,2,0,9,2,16.9
Bill Payment,17,6,1,46,3,53.44
Bill Payment,9,2,0,6,1,22.6
General Enquiry,10,6,1,25,1,93.37
Account Services,12,1,0,31,4,62.43
Customer Support,13,6,1,5,3,12.13
General Enquiry,12,5,1,10,3,12.93
General Enquiry,15,0,0,17,4,19.73
General Enquiry,15,3,0,23,4,22.5
Bill Payment,17,6,1,4,2,3.17
Customer Support,9,6,1,11,1,76.04
Account Services,14,6,1,39,1,284.38
General Enquiry,14,3,0,28,4,33.14
Customer Support,14,5,1,63,2,213.12
Document Verification,13,1,0,35,1,237.88
Customer Support,13,2,0,57,1,381.31
Account Services,16,5,1,33,2,119.61
Account Services,14,6,1,52,1,376.09
Bill Payment,17,5,1,40,2,73.58
Account Services,15,3,0,34,3,92.24
Account Services,12,6,1,13,3,36.37
Bill Payment,16,5,1,57,1,173.13
Bill Payment,16,2,0,26,1,99.43
Customer Support,16,3,0,9,3,23.42
General Enquiry,15,0,0,20,1,83.01
Account Services,14,2,0,9,1,75.45
Customer Support,13,6,1,7,2,26.55
General Enquiry,14,0,0,79,2,145.32
General Enquiry,10,0,0,57,3,82.92
Customer Support,11,2,0,38,2,140.62
General Enquiry,14,4,0,8,4,11.1
Account Services,15,5,1,5,3,19.03
Account Services,14,1,0,45,1,316.39
Bill Payment,11,6,1,7,1,27.5
Customer Support,16,5,1,7,3,14.01
Account Services,16,2,0,17,4,36.13
Customer Support,14,3,0,19,4,28.32
Bill Payment,13,2,0,27,4,24.91
Account Services,14,6,1,45,1,320.27
Customer Support,11,2,0,2,2,5.09
Document Verification,15,3,0,26,3,59.74
Document Verification,14,2,0,50,3,93.89
General Enquiry,11,0,0,34,3,39.26
Bill Payment,13,1,0,10,4,7.09
Account Services,13,1,0,39,4,76.94
General Enquiry,11,1,0,25,3,33.32
Account Services,17,3,0,48,4,97.61
Document Verification,15,6,1,23,1,123.6
Document Verification,14,6,1,34,3,72.24
Account Services,10,4,0,32,1,294.24
General Enquiry,12,6,1,14,3,16.89
Account Services,12,6,1,19,1,166.25
Bill Payment,9,0,0,57,2,93.33
Account Services,11,6,1,48,4,103.19
Account Services,13,2,0,4,4,10.99
Bill Payment,17,5,1,14,1,49.63
Bill Payment,12,3,0,4,3,6.5
Customer Support,17,4,0,37,3,75.68
General Enquiry,16,6,1,35,4,36.96
General Enquiry,13,0,0,13,1,56.75
General Enquiry,11,2,0,14,4,17.13
Bill Payment,9,3,0,13,4,9.74
General Enquiry,11,5,1,12,1,50.57
Account Services,13,6,1,19,4,43.5
Account Services,15,5,1,37,3,92.35
Customer Support,16,6,1,47,2,149.55
General Enquiry,10,3,0,33,1,144.32
Account Services,12,4,0,4,2,20.58
Account Services,12,6,1,10,1,71.12
Customer Support,9,1,0,48,3,108.86
Bill Payment,15,4,0,34,1,116.02
Bill Payment,10,4,0,19,2,36.47
Document Verification,12,6,1,31,1,199.34
Account Services,9,4,0,21,4,48.28
General Enquiry,13,4,0,34,1,136.65
Bill Payment,10,2,0,5,2,13.59
Customer Support,14,1,0,42,4,66.4
General Enquiry,12,5,1,32,2,73.59
Document Verification,11,4,0,32,1,162.41
Bill Payment,17,3,0,26,3,33.22
General Enquiry,12,4,0,13,3,16.18
Customer Support,17,6,1,32,1,226.7
Bill Payment,12,5,1,17,1,56.17
Document Verification,17,1,0,23,2,73.64
Customer Support,15,1,0,23,2,82.34
Document Verification,11,0,0,17,2,51.48
Account Services,11,4,0,4,4,8.37
Bill Payment,11,3,0,7,1,24.28
Bill Payment,14,5,1,31,3,37.32
Bill Payment,11,6,1,33,3,40.22
Bill Payment,11,6,1,33,1,97.3
Account Services,14,1,0,20,3,58.88
Document Verification,12,0,0,35,1,235.38
Customer Support,14,3,0,46,1,308.58
General Enquiry,13,5,1,9,1,36.97
Document Verification,16,4,0,2,4,0.5
General Enquiry,10,2,0,53,1,219.69
Account Services,17,6,1,56,4,113.81
Account Services,12,2,0,17,4,30.69
Customer Support,9,5,1,17,2,64.55
Document Verification,13,5,1,32,4,48.62
Customer Support,11,6,1,20,2,77.88
Bill Payment,13,3,0,43,3,49.56
General Enquiry,12,3,0,9,3,7.76
Customer Support,17,6,1,10,4,20.13
Customer Support,9,5,1,6,1,37.07
Account Services,13,5,1,42,1,317.71
Account Services,17,2,0,14,2,64.12
General Enquiry,14,3,0,55,4,50.14
Document Verification,9,6,1,53,3,92.28
Bill Payment,9,3,0,10,4,9.0
Customer Support,17,4,0,8,1,65.55
Account Services,9,5,1,4,3,8.23
Account Services,15,5,1,6,4,9.8
Bill Payment,10,5,1,18,1,61.16
Bill Payment,17,6,1,50,4,46.19
Customer Support,17,2,0,34,3,74.84
Document Verification,11,5,1,29,1,182.69
Bill Payment,16,1,0,18,1,67.95
General Enquiry,12,2,0,27,4,27.68
Bill Payment,13,3,0,58,2,105.36
Customer Support,11,5,1,10,2,30.2
General Enquiry,9,2,0,26,1,90.83
Document Verification,9,2,0,12,2,30.8
General Enquiry,14,6,1,51,1,188.5
Document Verification,14,3,0,39,1,263.61
Customer Support,10,0,0,31,4,50.9
Bill Payment,11,2,0,20,4,13.33
Customer Support,9,5,1,8,2,29.88
General Enquiry,15,0,0,33,1,133.6
Document Verification,12,2,0,7,4,11.72
Customer Support,14,4,0,49,3,90.6
Document Verification,14,4,0,38,1,215.52
Document Verification,9,0,0,15,2,44.38
Customer Support,9,4,0,48,1,385.89
Document Verification,14,3,0,28,1,173.53
Bill Payment,16,2,0,53,2,91.92
General Enquiry,11,4,0,7,2,15.42
Customer Support,11,2,0,28,1,215.67
Customer Support,15,3,0,7,1,48.12
Account Services,10,2,0,53,4,107.18
Customer Support,14,4,0,16,1,125.99
Customer Support,10,3,0,26,1,155.1
Customer Support,10,3,0,7,1,51.69
Customer Support,9,5,1,78,4,148.45
Document Verification,13,6,1,44,2,125.53
General Enquiry,17,6,1,5,3,6.39
Bill Payment,12,0,0,20,1,59.31
Document Verification,16,1,0,31,4,47.63
Account Services,15,1,0,11,3,26.58
Account Services,17,1,0,40,2,167.01
Customer Support,16,4,0,27,4,50.23
Bill Payment,13,1,0,47,4,42.57
Document Verification,17,4,0,47,1,247.55
Document Verification,16,5,1,14,1,78.15
General Enquiry,17,0,0,58,3,88.76
Document Verification,16,0,0,32,4,42.32
Bill Payment,9,6,1,39,2,62.63
Customer Support,11,4,0,21,4,31.51
Account Services,13,2,0,39,3,112.05
General Enquiry,15,6,1,2,2,4.73
Customer Support,11,3,0,32,1,185.02
Bill Payment,13,5,1,35,4,27.77
Customer Support,12,5,1,22,2,79.81
Document Verification,14,0,0,61,4,95.92
Document Verification,13,4,0,27,1,180.95
Account Services,9,0,0,39,2,167.82
Customer Support,13,6,1,54,4,90.19
General Enquiry,16,3,0,27,3,32.61
Customer Support,10,5,1,43,4,73.73
Customer Support,15,3,0,9,4,18.15
Bill Payment,15,2,0,20,1,59.98
Bill Payment,16,1,0,11,3,11.95
General Enquiry,14,0,0,22,4,23.87
Document Verification,9,1,0,46,3,82.24
General Enquiry,15,1,0,6,4,3.68
Account Services,17,0,0,20,2,81.67
Customer Support,14,6,1,27,2,86.72
Bill Payment,15,2,0,7,4,5.56
Bill Payment,10,2,0,28,1,87.29
Account Services,12,2,0,28,2,94.69
Document Verification,11,3,0,18,1,109.89
Customer Support,9,5,1,18,4,38.62
Account Services,17,3,0,11,3,23.99
Customer Support,10,4,0,39,1,235.83
Account Services,17,5,1,46,2,207.95
Account Services,14,0,0,37,3,89.06
Customer Support,11,6,1,29,4,50.33
Account Services,16,3,0,49,2,209.63
General Enquiry,13,1,0,24,1,102.96
Document Verification,17,0,0,53,1,295.28
Account Services,16,6,1,40,1,353.72
Document Verification,12,6,1,9,2,25.79
Document Verification,9,5,1,66,2,198.9
General Enquiry,15,0,0,19,1,74.86
Account Services,9,0,0,75,4,159.2
Customer Support,13,2,0,9,4,16.29
Account Services,16,4,0,5,4,10.38
Document Verification,15,2,0,28,2,72.55
Bill Payment,12,0,0,8,3,9.7
Document Verification,14,3,0,44,1,270.63
Customer Support,13,2,0,43,4,85.23
Document Verification,11,5,1,34,1,184.39
Account Services,12,6,1,21,3,65.55
General Enquiry,11,4,0,18,2,41.19
Document Verification,15,3,0,4,3,6.27
Customer Support,14,5,1,33,1,248.74
General Enquiry,15,3,0,26,4,30.95
Document Verification,15,3,0,22,2,64.9
Customer Support,14,1,0,19,3,34.64
General Enquiry,16,3,0,49,3,73.84
